Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
128,MAO-KOP SPEC,1,MAO,MADGOAN JN.,19:40:00,19:40:00,0,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,2,KRMI,KARMALI,20:18:00,20:20:00,33,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,3,THVM,THIVIM,20:40:00,20:42:00,51,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,4,SWV,SAWANTWADI R,21:16:00,21:18:00,83,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,5,KUDL,KUDAL,21:38:00,21:40:00,104,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,6,SNDD,SINDHU DURG,21:54:00,21:56:00,114,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,7,KKW,KANKAVALI,22:18:00,22:20:00,132,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,8,VBW,VAIBHAVWADI,22:40:00,22:42:00,163,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,9,RAJP,RAJAPUR ROAD,22:56:00,22:58:00,179,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,10,RN,RATNAGIRI,23:52:00,23:57:00,244,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,11,SGR,SANGMESHWAR,00:34:00,00:36:00,280,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,12,CHI,CHIPLUN,01:10:00,01:12:00,322,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,13,KHED,KHED,01:52:00,01:54:00,352,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,14,MNI,MANGAON,04:00:00,04:02:00,422,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,15,ROHA,ROHA,04:55:00,05:00:00,455,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,16,PNVL,PANVEL,06:20:00,06:25:00,532,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,17,KJT,KARJAT,07:40:00,07:45:00,560,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,18,LNL,LONAVLA,08:30:00,08:33:00,588,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,19,PUNE,PUNE JN.,10:30:00,10:45:00,652,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,20,STR,SATARA,13:42:00,13:45:00,797,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,21,MRJ,MIRAJ JN.,16:25:00,16:35:00,931,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MAO-KOP SPEC,22,KOP,CHHATRAPATI,17:45:00,17:45:00,978,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
1011,CSMT-NGP SF,1,CSMT,CST-MUMBAI,00:20:00,00:20:00,0,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,2,DR,DADAR,00:37:00,00:40:00,8,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,3,TNA,THANE,01:07:00,01:10:00,33,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,4,KYN,KALYAN JN,01:32:00,01:35:00,53,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,5,IGP,IGATPURI,03:40:00,03:45:00,136,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,6,NK,NASIK ROAD,04:27:00,04:30:00,187,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,7,MMR,MANMAD JN.,05:27:00,05:30:00,260,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,8,JL,JALGAON JN.,07:08:00,07:10:00,419,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,9,BSL,BHUSAVAL JN.,07:35:00,07:45:00,444,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,10,MKU,MALKAPUR,08:18:00,08:20:00,499,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,11,SEG,SHEGAON,08:58:00,09:00:00,551,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,12,AK,AKOLA JN.,09:25:00,09:28:00,588,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,13,MZR,MURTAJAPUR J,10:02:00,10:05:00,626,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,14,BD,BADNERA JN.,11:02:00,11:05:00,667,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,15,DMN,DHAMANGAON,11:41:00,11:42:00,713,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,16,PLO,PULGAON JN.,11:58:00,11:59:00,733,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,17,WR,WARDHA JN.,12:32:00,12:35:00,762,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1011,CSMT-NGP SF,18,NGP,NAGPUR JN.(C,14:20:00,14:20:00,841,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
1037,LTT-SWV SPL,1,LTT,LOKMANYA TIL,01:10:00,01:10:00,0,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,2,TNA,THANE,01:33:00,01:35:00,17,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,3,PNVL,PANVEL,02:10:00,02:13:00,54,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,4,ROHA,ROHA,03:53:00,04:00:00,131,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,5,KHED,KHED,05:06:00,05:08:00,235,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,6,CHI,CHIPLUN,05:30:00,05:40:00,264,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,7,RN,RATNAGIRI,06:55:00,07:00:00,340,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,8,KKW,KANKAVALI,09:05:00,09:07:00,464,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,9,KUDL,KUDAL,09:32:00,09:34:00,492,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1037,LTT-SWV SPL,10,SWV,SAWANTWADI R,10:30:00,10:30:00,513,LTT,LOKMANYA TILAK TERMINUS,SWV,SAWANTWADI ROAD
1038,SWV-LTT SPL,1,SWV,SAWANTWADI R,14:05:00,14:05:00,0,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,2,KUDL,KUDAL,14:57:00,14:59:00,20,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,3,KKW,KANKAVALI,15:28:00,15:30:00,48,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,4,RN,RATNAGIRI,17:17:00,17:22:00,160,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,5,CHI,CHIPLUN,18:20:00,18:30:00,238,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,6,KHED,KHED,18:52:00,18:54:00,268,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,7,ROHA,ROHA,21:30:00,21:35:00,371,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,8,PNVL,PANVEL,22:40:00,22:43:00,449,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,9,TNA,THANE,23:20:00,23:25:00,486,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1038,SWV-LTT SPL,10,LTT,LOKMANYA TIL,00:20:00,00:20:00,503,SWV,SAWANTWADI ROAD,LTT,LOKMANYA TILAK TERMINUS
1045,LTT-KRMI SPL,1,LTT,LOKMANYA TIL,01:10:00,01:10:00,0,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,2,TNA,THANE,01:33:00,01:35:00,17,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,3,PNVL,PANVEL,02:10:00,02:13:00,54,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,4,ROHA,ROHA,03:53:00,04:00:00,131,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,5,KHED,KHED,05:06:00,05:08:00,235,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,6,CHI,CHIPLUN,05:30:00,05:40:00,264,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,7,RN,RATNAGIRI,06:55:00,07:00:00,340,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,8,KKW,KANKAVALI,09:05:00,09:07:00,464,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,9,KUDL,KUDAL,09:32:00,09:34:00,492,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,10,THVM,THIVIM,10:34:00,10:36:00,545,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1045,LTT-KRMI SPL,11,KRMI,KARMALI,11:00:00,11:00:00,563,LTT,LOKMANYA TILAK TERMINUS,KRMI,KARMALI
1119,AJNI-KRMI SP,1,AJNI,AJNI,19:50:00,19:50:00,0,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,2,WR,WARDHA JN.,20:50:00,20:53:00,75,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,3,PLO,PULGAON JN.,21:15:00,21:18:00,105,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,4,DMN,DHAMANGAON,21:34:00,21:35:00,125,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,5,BD,BADNERA JN.,22:37:00,22:40:00,171,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,6,AK,AKOLA JN.,23:42:00,23:45:00,250,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,7,SEG,SHEGAON,00:13:00,00:15:00,287,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,8,MKU,MALKAPUR,00:53:00,00:55:00,339,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,9,BSL,BHUSAVAL JN.,01:50:00,02:00:00,394,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,10,JL,JALGAON JN.,02:28:00,02:30:00,418,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,11,CSN,CHALISGAON J,03:28:00,03:30:00,511,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,12,MMR,MANMAD JN.,04:28:00,04:30:00,578,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,13,NK,NASIK ROAD,05:28:00,05:30:00,651,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,14,IGP,IGATPURI,06:50:00,07:05:00,702,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,15,KYN,KALYAN JN,09:11:00,09:13:00,785,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,16,PNVL,PANVEL,10:10:00,10:15:00,820,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,17,ROHA,ROHA,12:55:00,13:00:00,897,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,18,KHED,KHED,14:10:00,14:12:00,1001,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,19,CHI,CHIPLUN,14:42:00,14:44:00,1030,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,20,RN,RATNAGIRI,16:10:00,16:15:00,1106,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,21,KKW,KANKAVALI,17:54:00,17:56:00,1230,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,22,KUDL,KUDAL,18:20:00,18:22:00,1258,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,23,THVM,THIVIM,19:34:00,19:36:00,1311,AJNI,AJNI,KRMI,KARMALI
1119,AJNI-KRMI SP,24,KRMI,KARMALI,20:30:00,20:30:00,1329,AJNI,AJNI,KRMI,KARMALI
1120,KRMI-AJNI SP,1,KRMI,KARMALI,21:30:00,21:30:00,0,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,2,THVM,THIVIM,21:46:00,21:48:00,17,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,3,KUDL,KUDAL,22:40:00,22:42:00,70,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,4,KKW,KANKAVALI,23:08:00,23:10:00,98,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,5,RN,RATNAGIRI,01:05:00,01:10:00,210,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,6,CHI,CHIPLUN,02:30:00,02:32:00,288,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,7,KHED,KHED,03:08:00,03:10:00,318,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,8,ROHA,ROHA,05:00:00,05:05:00,421,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,9,PNVL,PANVEL,06:20:00,06:25:00,498,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,10,KYN,KALYAN JN,07:33:00,07:35:00,533,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,11,IGP,IGATPURI,09:25:00,09:40:00,617,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,12,NK,NASIK ROAD,10:20:00,10:22:00,667,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,13,MMR,MANMAD JN.,11:15:00,11:17:00,740,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,14,CSN,CHALISGAON J,12:18:00,12:20:00,807,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,15,JL,JALGAON JN.,13:18:00,13:20:00,900,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,16,BSL,BHUSAVAL JN.,13:45:00,13:55:00,924,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,17,MKU,MALKAPUR,14:33:00,14:35:00,979,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,18,SEG,SHEGAON,15:08:00,15:10:00,1032,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,19,AK,AKOLA JN.,15:40:00,15:43:00,1069,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,20,BD,BADNERA JN.,17:32:00,17:35:00,1148,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,21,DMN,DHAMANGAON,18:09:00,18:10:00,1193,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,22,PLO,PULGAON JN.,18:24:00,18:27:00,1213,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,23,WR,WARDHA JN.,19:00:00,19:03:00,1243,KRMI,KARMALI,AJNI,AJNI
1120,KRMI-AJNI SP,24,AJNI,AJNI,22:00:00,22:00:00,1319,KRMI,KARMALI,AJNI,AJNI
1122,KRMI-CSMT SP,1,KRMI,KARMALI,22:30:00,22:30:00,0,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KRMI-CSMT SP,2,THVM,THIVIM,22:44:00,22:46:00,17,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KRMI-CSMT SP,3,SWV,SAWANTWADI R,23:18:00,23:20:00,49,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KRMI-CSMT SP,4,KUDL,KUDAL,23:38:00,23:40:00,70,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KRMI-CSMT SP,5,KKW,KANKAVALI,00:10:00,00:12:00,98,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KRMI-CSMT SP,6,RN,RATNAGIRI,01:55:00,02:00:00,210,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KRMI-CSMT SP,7,SGR,SANGMESHWAR,02:32:00,02:34:00,246,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KRMI-CSMT SP,8,CHI,CHIPLUN,03:14:00,03:16:00,288,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KRMI-CSMT SP,9,KHED,KHED,03:38:00,03:40:00,318,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KRMI-CSMT SP,10,ROHA,ROHA,06:40:00,06:45:00,421,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KRMI-CSMT SP,11,PNVL,PANVEL,07:55:00,08:00:00,498,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KRMI-CSMT SP,12,TNA,THANE,09:28:00,09:30:00,536,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KRMI-CSMT SP,13,DR,DADAR,10:10:00,10:13:00,560,KRMI,KARMALI,CSMT,CST-MUMBAI
1122,KRMI-CSMT SP,14,CSMT,CST-MUMBAI,10:30:00,10:30:00,569,KRMI,KARMALI,CSMT,CST-MUMBAI
1196,NGP-KRMI SPL,1,NGP,NAGPUR JN.(C,19:50:00,19:50:00,0,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,2,WR,WARDHA JN.,20:50:00,20:53:00,78,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,3,PLO,PULGAON JN.,21:15:00,21:18:00,108,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,4,DMN,DHAMANGAON,21:35:00,21:36:00,128,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,5,BD,BADNERA JN.,22:37:00,22:40:00,174,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,6,AK,AKOLA JN.,23:42:00,23:45:00,252,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,7,SEG,SHEGAON,00:13:00,00:15:00,290,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,8,MKU,MALKAPUR,00:53:00,00:55:00,342,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,9,BSL,BHUSAVAL JN.,01:50:00,02:00:00,397,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,10,JL,JALGAON JN.,02:28:00,02:30:00,421,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,11,CSN,CHALISGAON J,03:28:00,03:30:00,514,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,12,MMR,MANMAD JN.,04:28:00,04:30:00,581,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,13,NK,NASIK ROAD,05:28:00,05:30:00,654,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,14,IGP,IGATPURI,06:50:00,07:05:00,705,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,15,KYN,KALYAN JN,09:11:00,09:13:00,788,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,16,PNVL,PANVEL,10:10:00,10:15:00,823,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,17,ROHA,ROHA,12:55:00,13:00:00,900,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,18,KHED,KHED,14:30:00,14:32:00,1004,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,19,CHI,CHIPLUN,14:44:00,14:46:00,1033,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,20,SGR,SANGMESHWAR,15:26:00,15:28:00,1076,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,21,RN,RATNAGIRI,16:10:00,16:15:00,1109,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,22,KKW,KANKAVALI,18:10:00,18:12:00,1233,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,23,KUDL,KUDAL,18:34:00,18:36:00,1261,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,24,SWV,SAWANTWADI R,19:14:00,19:16:00,1282,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,25,THVM,THIVIM,19:48:00,19:50:00,1314,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1196,NGP-KRMI SPL,26,KRMI,KARMALI,21:30:00,21:30:00,1332,NGP,NAGPUR JN.(CR),KRMI,KARMALI
1301,PUNE-MAJN WE,1,PUNE,PUNE JN.,18:50:00,18:50:00,0,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,2,LNL,LONAVLA,19:55:00,19:57:00,63,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,3,PNVL,PANVEL,21:20:00,21:50:00,120,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,4,ROHA,ROHA,23:30:00,23:35:00,197,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,5,KHED,KHED,00:48:00,00:50:00,300,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,6,CHI,CHIPLUN,01:10:00,01:12:00,330,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,7,RN,RATNAGIRI,02:25:00,02:30:00,405,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,8,KKW,KANKAVALI,03:44:00,03:46:00,529,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,9,KUDL,KUDAL,04:08:00,04:10:00,557,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,10,THVM,THIVIM,05:04:00,05:06:00,611,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,11,MAO,MADGOAN JN.,06:20:00,06:30:00,657,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,12,KAWR,KAWR,07:22:00,07:24:00,715,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,13,KT,KUMTA,08:08:00,08:10:00,770,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,14,KUDA,KUNDAPURA,10:00:00,10:02:00,879,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,15,UD,UDUPI,10:36:00,10:38:00,911,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,16,MULK,MULKI,11:10:00,11:12:00,947,PUNE,PUNE JN.,MAJN,MANGALORE JN
1301,PUNE-MAJN WE,17,MAJN,MANGALORE JN,12:30:00,12:30:00,976,PUNE,PUNE JN.,MAJN,MANGALORE JN
1302,MAJN-PUNE WE,1,MAJN,MANGALORE JN,15:45:00,15:45:00,0,MAJN,MANGALORE JN,PUNE,PUNE JN.
1302,MAJN-PUNE WE,2,MULK,MULKI,16:26:00,16:28:00,31,MAJN,MANGALORE JN,PUNE,PUNE JN.
1302,MAJN-PUNE WE,3,UD,UDUPI,17:08:00,17:10:00,67,MAJN,MANGALORE JN,PUNE,PUNE JN.
1302,MAJN-PUNE WE,4,KUDA,KUNDAPURA,17:40:00,17:42:00,99,MAJN,MANGALORE JN,PUNE,PUNE JN.
1302,MAJN-PUNE WE,5,KT,KUMTA,19:56:00,19:58:00,207,MAJN,MANGALORE JN,PUNE,PUNE JN.
1302,MAJN-PUNE WE,6,KAWR,KAWR,20:50:00,20:52:00,262,MAJN,MANGALORE JN,PUNE,PUNE JN.
1302,MAJN-PUNE WE,7,MAO,MADGOAN JN.,22:10:00,22:20:00,320,MAJN,MANGALORE JN,PUNE,PUNE JN.
1302,MAJN-PUNE WE,8,THVM,THIVIM,23:18:00,23:20:00,371,MAJN,MANGALORE JN,PUNE,PUNE JN.
1302,MAJN-PUNE WE,9,KUDL,KUDAL,00:18:00,00:20:00,424,MAJN,MANGALORE JN,PUNE,PUNE JN.
1302,MAJN-PUNE WE,10,KKW,KANKAVALI,00:50:00,00:52:00,452,MAJN,MANGALORE JN,PUNE,PUNE JN.
1302,MAJN-PUNE WE,11,RN,RATNAGIRI,02:55:00,03:00:00,564,MAJN,MANGALORE JN,PUNE,PUNE JN.
1302,MAJN-PUNE WE,12,CHI,CHIPLUN,04:20:00,04:22:00,642,MAJN,MANGALORE JN,PUNE,PUNE JN.
1302,MAJN-PUNE WE,13,KHED,KHED,04:54:00,04:56:00,672,MAJN,MANGALORE JN,PUNE,PUNE JN.
1302,MAJN-PUNE WE,14,ROHA,ROHA,07:10:00,07:15:00,775,MAJN,MANGALORE JN,PUNE,PUNE JN.
1302,MAJN-PUNE WE,15,PNVL,PANVEL,09:30:00,10:00:00,853,MAJN,MANGALORE JN,PUNE,PUNE JN.
1302,MAJN-PUNE WE,16,LNL,LONAVLA,11:32:00,11:35:00,909,MAJN,MANGALORE JN,PUNE,PUNE JN.
